conflict_id,dyad_id,location_inc,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,bd_best,bd_low,bd_high,type_of_conflict,battle_location,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,gwno_battle,region,version
314,689,Uganda,Government of Uganda,90,Government of DR Congo (Zaire),ADF,489,,2,,2016,152,152,153,4,DR Congo (Zaire),500,490,,,500,490,4,22.1
314,689,Uganda,Government of Uganda,90,Government of DR Congo (Zaire),ADF,489,,2,,2017,237,237,245,4,DR Congo (Zaire),500,490,,,500,490,4,22.1
314,689,Uganda,Government of Uganda,90,Government of DR Congo (Zaire),ADF,489,,2,,2018,378,303,389,4,DR Congo (Zaire),500,490,,,500,490,4,22.1
314,689,Uganda,Government of Uganda,90,Government of DR Congo (Zaire),ADF,489,,2,,2019,165,130,173,4,DR Congo (Zaire),500,490,,,500,490,4,22.1
315,693,United Kingdom,Government of United Kingdom,28,,RIRA,283,,1,Northern Ireland,1998,29,29,29,3,United Kingdom,200,,,,200,200,1,22.1
315,692,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,Northern Ireland,1989,38,38,39,3,"Germany, United Kingdom",200,,,,200,"200, 260",1,22.1
315,692,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,Northern Ireland,1990,44,44,46,3,"Germany, Netherlands, United Kingdom",200,,,,200,"210, 200, 260",1,22.1
315,692,United Kingdom,Government of United Kingdom,28,,PIRA,282,,1,Northern Ireland,1991,26,26,27,3,United Kingdom,200,,,,200,200,1,22.1
316,697,El Salvador,Government of El Salvador,13,,FMLN,755,,2,,1989,4924,4924,4952,3,El Salvador,92,,,,92,92,5,22.1
316,697,El Salvador,Government of El Salvador,13,,FMLN,755,,2,,1990,849,849,999,3,El Salvador,92,,,,92,92,5,22.1
316,697,El Salvador,Government of El Salvador,13,,FMLN,755,,2,,1991,88,88,93,3,El Salvador,92,,,,92,92,5,22.1
322,705,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,Chittagong Hill Tracts,1989,26,26,26,3,Bangladesh,771,,,,771,771,3,22.1
322,705,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,Chittagong Hill Tracts,1990,45,45,45,3,Bangladesh,771,,,,771,771,3,22.1
322,705,Bangladesh,Government of Bangladesh,143,,JSS/SB,285,,1,Chittagong Hill Tracts,1991,25,22,45,3,Bangladesh,771,,,,771,771,3,22.1
325,"11521, 709",Pakistan,Government of Pakistan,142,,"UBA, BLA","3192, 287",,1,Balochistan,2016,94,94,94,3,Pakistan,770,,,,770,770,3,22.1
325,16177,Pakistan,Government of Pakistan,142,,BRAS,7542,,1,Balochistan,2019,37,37,37,3,Pakistan,770,,,,770,770,3,22.1
325,16177,Pakistan,Government of Pakistan,142,,BRAS,7542,,1,Balochistan,2020,120,77,121,3,Pakistan,770,,,,770,770,3,22.1
325,16177,Pakistan,Government of Pakistan,142,,BRAS,7542,,1,Balochistan,2021,129,109,147,3,Pakistan,770,,,,770,770,3,22.1
325,709,Pakistan,Government of Pakistan,142,,BLA,287,,1,Balochistan,2004,43,43,58,3,Pakistan,770,,,,770,770,3,22.1
325,"710, 709",Pakistan,Government of Pakistan,142,,"Baloch Ittehad, BLA","287, 288",,1,Balochistan,2006,200,200,209,3,Pakistan,770,,,,770,770,3,22.1
325,709,Pakistan,Government of Pakistan,142,,BLA,287,,1,Balochistan,2007,83,82,331,3,Pakistan,770,,,,770,770,3,22.1
325,"711, 709",Pakistan,Government of Pakistan,142,,"BRA, BLA","289, 287",,1,Balochistan,2008,197,186,233,3,Pakistan,770,,,,770,770,3,22.1
325,"711, 709",Pakistan,Government of Pakistan,142,,"BRA, BLA","289, 287",,1,Balochistan,2009,81,81,102,3,Pakistan,770,,,,770,770,3,22.1
325,709,Pakistan,Government of Pakistan,142,,BLA,287,,1,Balochistan,2011,42,42,123,3,Pakistan,770,,,,770,770,3,22.1
325,"708, 711, 709",Pakistan,Government of Pakistan,142,,"BLF, BRA, BLA","1166, 289, 287",,1,Balochistan,2012,118,118,362,3,Pakistan,770,,,,770,770,3,22.1
325,709,Pakistan,Government of Pakistan,142,,BLA,287,,1,Balochistan,2013,45,45,45,3,Pakistan,770,,,,770,770,3,22.1
325,"711, 709",Pakistan,Government of Pakistan,142,,"BRA, BLA","289, 287",,1,Balochistan,2014,90,90,90,3,Pakistan,770,,,,770,770,3,22.1
325,"708, 711, 709",Pakistan,Government of Pakistan,142,,"BLF, BRA, BLA","1166, 289, 287",,1,Balochistan,2015,107,107,107,3,Pakistan,770,,,,770,770,3,22.1
13637,14320,Afghanistan,Government of Afghanistan,130,"Government of United States of America, Government of Pakistan",IS,234,,1,Islamic State,2016,2141,2100,2544,4,Afghanistan,700,"770, 2",,,700,700,3,22.1
13637,14320,Afghanistan,Government of Afghanistan,130,Government of United States of America,IS,234,,1,Islamic State,2017,2795,2738,3009,4,Afghanistan,700,2,,,700,700,3,22.1
13637,14320,Afghanistan,Government of Afghanistan,130,Government of United States of America,IS,234,,1,Islamic State,2018,2842,2770,5149,4,Afghanistan,700,2,,,700,700,3,22.1
13637,14320,Afghanistan,Government of Afghanistan,130,Government of United States of America,IS,234,,1,Islamic State,2019,1075,1045,1435,4,Afghanistan,700,2,,,700,700,3,22.1
13637,14320,Afghanistan,Government of Afghanistan,130,Government of United States of America,IS,234,,1,Islamic State,2020,316,279,356,4,Afghanistan,700,2,,,700,700,3,22.1
13637,14320,Afghanistan,Government of Afghanistan,130,Government of United States of America,IS,234,,1,Islamic State,2021,264,206,322,4,"Afghanistan, Pakistan",700,2,,,700,"700, 770",3,22.1
13637,14320,Afghanistan,Government of Afghanistan,130,"Government of United States of America, Government of Pakistan",IS,234,,1,Islamic State,2015,674,625,865,4,Afghanistan,700,"770, 2",,,700,700,3,22.1
13638,14666,Cameroon,Government of Cameroon,83,,IS,234,,1,Islamic State,2016,189,189,206,3,"Cameroon, Nigeria",471,,,,471,"475, 471",4,22.1
13638,14666,Cameroon,Government of Cameroon,83,Government of Chad,IS,234,,1,Islamic State,2019,135,129,153,4,Cameroon,471,483,,,471,471,4,22.1
13638,14666,Cameroon,Government of Cameroon,83,Government of Nigeria,IS,234,,1,Islamic State,2021,62,56,134,4,Cameroon,471,475,,,471,471,4,22.1
13638,14666,Cameroon,Government of Cameroon,83,Government of Chad,IS,234,,1,Islamic State,2015,283,283,315,4,"Cameroon, Nigeria",471,483,,,471,"475, 471",4,22.1
13640,14667,Chad,Government of Chad,87,,IS,234,,1,Islamic State,2017,57,57,219,3,Chad,483,,,,483,483,4,22.1
13640,14667,Chad,Government of Chad,87,,IS,234,,1,Islamic State,2018,108,108,109,3,Chad,483,,,,483,483,4,22.1
13640,14667,Chad,Government of Chad,87,,IS,234,,1,Islamic State,2019,144,144,166,3,Chad,483,,,,483,483,4,22.1
13640,14667,Chad,Government of Chad,87,,IS,234,,1,Islamic State,2020,143,143,696,3,Chad,483,,,,483,483,4,22.1
13640,14667,Chad,Government of Chad,87,,IS,234,,1,Islamic State,2021,55,55,82,3,Chad,483,,,,483,483,4,22.1
13640,14667,Chad,Government of Chad,87,,IS,234,,1,Islamic State,2015,272,272,272,3,Chad,483,,,,483,483,4,22.1
13639,14668,Niger,Government of Niger,75,"Government of Chad, Government of Nigeria",IS,234,,1,Islamic State,2016,274,274,281,4,Niger,436,"483, 475",,,436,436,4,22.1
13639,14668,Niger,Government of Niger,75,"Government of United States of America, Government of Chad, Government of France",IS,234,,1,Islamic State,2017,229,229,236,4,Niger,436,"483, 220, 2",,,436,436,4,22.1
13639,14668,Niger,Government of Niger,75,"Government of United States of America, Government of France",IS,234,,1,Islamic State,2018,74,71,113,4,Niger,436,"220, 2",,,436,436,4,22.1
13639,14668,Niger,Government of Niger,75,"Government of United States of America, Government of Chad, Government of France",IS,234,,1,Islamic State,2019,283,280,322,4,Niger,436,"483, 220, 2",,,436,436,4,22.1
13639,14668,Niger,Government of Niger,75,"Government of United States of America, Government of Chad, Government of France",IS,234,,1,Islamic State,2020,512,510,550,4,Niger,436,"483, 220, 2",,,436,436,4,22.1
13639,14668,Niger,Government of Niger,75,"Government of United States of America, Government of Chad, Government of France",IS,234,,1,Islamic State,2021,380,297,464,4,Niger,436,"483, 220, 2",,,436,436,4,22.1
13639,14668,Niger,Government of Niger,75,Government of Chad,IS,234,,1,Islamic State,2015,171,131,338,4,Niger,436,483,,,436,436,4,22.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Chad, Government of Cameroon, Government of Niger",IS,234,,1,Islamic State,2016,2287,2287,2348,4,Nigeria,475,"436, 483, 471",,,475,475,4,22.1
13641,14669,Nigeria,Government of Nigeria,84,Government of Chad,IS,234,,1,Islamic State,2017,817,817,1267,4,Nigeria,475,483,,,475,475,4,22.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Chad, Government of Cameroon, Government of Niger",IS,234,,1,Islamic State,2018,836,693,1158,4,Nigeria,475,"436, 483, 471",,,475,475,4,22.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Chad, Government of Cameroon, Government of Niger",IS,234,,1,Islamic State,2019,1013,857,1597,4,Nigeria,475,"436, 483, 471",,,475,475,4,22.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Chad, Government of Cameroon, Government of Niger",IS,234,,1,Islamic State,2020,1559,1297,2470,4,Nigeria,475,"436, 483, 471",,,475,475,4,22.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Chad, Government of Cameroon, Government of Niger",IS,234,,1,Islamic State,2021,1597,1431,2493,4,Nigeria,475,"436, 483, 471",,,475,475,4,22.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Chad, Government of Cameroon, Government of Niger",IS,234,,1,Islamic State,2015,2063,2060,3097,4,Nigeria,475,"436, 483, 471",,,475,475,4,22.1
326,712,Eritrea,Government of Eritrea,98,,EIJM - AS,495,,2,,2003,57,57,57,3,Eritrea,531,,,,531,531,4,22.1
326,712,Eritrea,Government of Eritrea,98,,EIJM - AS,495,,2,,1997,31,31,117,3,Eritrea,531,,,,531,531,4,22.1
326,712,Eritrea,Government of Eritrea,98,,EIJM - AS,495,,2,,1999,25,25,239,3,Eritrea,531,,,,531,531,4,22.1
332,722,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2016,55,46,64,3,Mozambique,541,,,,541,541,4,22.1
332,15516,Mozambique,Government of Mozambique,100,,Ansar al-Sunnah,7032,,2,,2018,53,47,53,3,Mozambique,541,,,,541,541,4,22.1
332,15516,Mozambique,Government of Mozambique,100,,Ansar al-Sunnah,7032,,2,,2019,97,93,99,3,Mozambique,541,,,,541,541,4,22.1
332,722,Mozambique,Government of Mozambique,100,Government of Zimbabwe (Rhodesia),Renamo,498,,2,,1989,1149,1144,3750,4,Mozambique,541,552,,,541,541,4,22.1
332,722,Mozambique,Government of Mozambique,100,Government of Zimbabwe (Rhodesia),Renamo,498,,2,,1990,1577,327,1577,4,Mozambique,541,552,,,541,541,4,22.1
332,722,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1991,1326,326,2389,3,Mozambique,541,,,,541,541,4,22.1
332,722,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1992,309,309,445,3,Mozambique,541,,,,541,541,4,22.1
332,722,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2013,42,29,112,3,Mozambique,541,,,,541,541,4,22.1
332,722,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2014,30,22,35,3,Mozambique,541,,,,541,541,4,22.1
13645,14609,Yemen (North Yemen),Government of Yemen (North Yemen),123,,IS,234,,1,Islamic State,2017,26,5,26,3,Yemen (North Yemen),678,,,,678,678,2,22.1
13645,14609,Yemen (North Yemen),Government of Yemen (North Yemen),123,,IS,234,,1,Islamic State,2020,33,11,62,3,Yemen (North Yemen),678,,,,678,678,2,22.1
13645,14609,Yemen (North Yemen),Government of Yemen (North Yemen),123,,IS,234,,1,Islamic State,2015,246,246,251,3,Yemen (North Yemen),678,,,,678,678,2,22.1
13646,10589,Kenya,Government of Kenya,91,,Al-Shabaab,717,,1,Northeastern Province and Coast,2016,49,49,83,3,"Somalia, Kenya",501,,,,501,"520, 501",4,22.1
13646,10589,Kenya,Government of Kenya,91,,Al-Shabaab,717,,1,Northeastern Province and Coast,2017,85,83,110,3,Kenya,501,,,,501,501,4,22.1
13646,10589,Kenya,Government of Kenya,91,,Al-Shabaab,717,,1,Northeastern Province and Coast,2018,69,59,147,3,Kenya,501,,,,501,501,4,22.1
13646,10589,Kenya,Government of Kenya,91,Government of United States of America,Al-Shabaab,717,,1,Northeastern Province and Coast,2019,61,60,94,4,Kenya,501,2,,,501,501,4,22.1
13646,10589,Kenya,Government of Kenya,91,Government of United States of America,Al-Shabaab,717,,1,Northeastern Province and Coast,2020,94,94,142,4,Kenya,501,2,,,501,501,4,22.1
13646,10589,Kenya,Government of Kenya,91,Government of United States of America,Al-Shabaab,717,,1,Northeastern Province and Coast,2021,78,78,184,4,"Somalia, Kenya",501,2,,,501,"520, 501",4,22.1
13646,10589,Kenya,Government of Kenya,91,,Al-Shabaab,717,,1,Northeastern Province and Coast,2015,42,40,117,3,"Somalia, Kenya",501,,,,501,"520, 501",4,22.1
335,739,India,Government of India,141,,ATTF,306,,1,Tripura,1992,29,29,31,3,India,750,,,,750,750,3,22.1
335,"739, 740",India,Government of India,141,,"NLFT, ATTF","307, 306",,1,Tripura,1997,72,52,72,3,India,750,,,,750,750,3,22.1
335,740,India,Government of India,141,,NLFT,307,,1,Tripura,1999,32,38,38,3,India,750,,,,750,750,3,22.1
335,740,India,Government of India,141,,NLFT,307,,1,Tripura,2000,61,59,64,3,India,750,,,,750,750,3,22.1
335,740,India,Government of India,141,,NLFT,307,,1,Tripura,2001,32,32,32,3,India,750,,,,750,750,3,22.1
335,740,India,Government of India,141,,NLFT,307,,1,Tripura,2002,40,40,40,3,India,750,,,,750,750,3,22.1
335,740,India,Government of India,141,,NLFT,307,,1,Tripura,2003,32,32,32,3,India,750,,,,750,750,3,22.1
335,11299,India,Government of India,141,,NLFT-B,2939,,1,Tripura,2004,26,26,26,3,India,750,,,,750,750,3,22.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2016,355,355,359,3,Egypt,651,,,,651,651,2,22.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2017,394,279,514,3,Egypt,651,,,,651,651,2,22.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2018,652,502,654,3,Egypt,651,,,,651,651,2,22.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2019,589,217,598,3,Egypt,651,,,,651,651,2,22.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2020,527,206,538,3,Egypt,651,,,,651,651,2,22.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2021,112,99,204,3,Egypt,651,,,,651,651,2,22.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2015,767,753,947,3,Egypt,651,,,,651,651,2,22.1
333,"729, 724, 732, 727, 726",Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Hizb-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Wahdat, Hizb-i Islami-yi Afghanistan - Khalis faction, Mahaz-i Milli-yi Islami-yi Afghanistan","294, 296, 292, 300, 299",,2,,1989,5174,1904,17051,4,Afghanistan,700,365,,,700,700,3,22.1
333,"724, 732, 733, 727, 726",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Wahdat, Military faction (forces of Shahnawaz Tanay), Hizb-i Islami-yi Afghanistan - Khalis faction","294, 292, 301, 300, 299",,2,,1990,1478,1323,2275,3,Afghanistan,700,,,,700,700,3,22.1
333,"732, 724, 727, 726",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Wahdat, Hizb-i Islami-yi Afghanistan - Khalis faction","300, 292, 294, 299",,2,,1991,3302,3156,3802,3,Afghanistan,700,,,,700,700,3,22.1
333,"732, 724, 726",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan, Hizb-i Wahdat","300, 292, 299",,2,,1992,4276,4259,5460,3,Afghanistan,700,,,,700,700,3,22.1
333,"732, 734, 726",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Junbish-i Milli-yi Islami, Hizb-i Wahdat","300, 299, 302",,2,,1993,3721,3713,7805,3,Afghanistan,700,,,,700,700,3,22.1
333,"732, 734, 726",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Junbish-i Milli-yi Islami, Hizb-i Wahdat","300, 299, 302",,2,,1994,8937,8937,11955,3,Afghanistan,700,,,,700,700,3,22.1
333,"732, 734, 735, 726",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan, Junbish-i Milli-yi Islami, Taleban, Hizb-i Wahdat","300, 303, 299, 302",,2,,1995,5516,5516,6490,3,"Afghanistan, Pakistan",700,,,,700,"700, 770",3,22.1
333,"736, 724, 735",Afghanistan,Government of Afghanistan,130,,"Taleban, Jam'iyyat-i Islami-yi Afghanistan, UIFSA","304, 292, 303",,2,,1996,3177,3161,3638,3,Afghanistan,700,,,,700,700,3,22.1
333,736,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,1997,6396,4244,8281,3,Afghanistan,700,,,,700,700,3,22.1
333,736,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,1998,6256,6168,7698,3,Afghanistan,700,,,,700,700,3,22.1
333,736,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,1999,4629,4594,4945,3,Afghanistan,700,,,,700,700,3,22.1
333,736,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,2000,5235,4053,5511,3,Afghanistan,700,,,,700,700,3,22.1
333,736,Afghanistan,Government of Afghanistan,130,,UIFSA,304,Government of Iran,2,,2001,2328,2217,7657,4,Afghanistan,700,,,630,700,700,3,22.1
333,726,Afghanistan,Government of Afghanistan,130,,Hizb-i Islami-yi Afghanistan,299,,2,,2002,30,30,30,3,Afghanistan,700,,,,700,700,3,22.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Italy, Government of United States of America, Government of United Kingdom, Government of Germany, Government of Romania, Government of Poland, Government of New Zealand, Government of Denmark, Government of Netherlands, Government of France, Government of Norway, Government of Australia","Hizb-i Islami-yi Afghanistan, Taleban","303, 299",,2,,2003,660,646,984,4,Afghanistan,700,"220, 200, 2, 260, 210, 360, 900, 390, 920, 290, 325, 385",,,700,700,3,22.1
333,735,Afghanistan,Government of Afghanistan,130,"Government of Belgium, Government of Slovakia, Government of Spain, Government of Italy, Government of United States of America, Government of Portugal, Government of United Kingdom, Government of Germany, Government of Czech Republic, Government of Romania, Government of France, Government of Pakistan, Government of Poland, Government of Canada",Taleban,303,,2,,2004,711,669,1245,4,"Afghanistan, Pakistan",700,"211, 220, 200, 2, 770, 360, 316, 230, 290, 325, 317, 235, 20, 260",,,700,"700, 770",3,22.1
333,735,Afghanistan,Government of Afghanistan,130,"Government of Belgium, Government of Slovakia, Government of Spain, Government of Italy, Government of United States of America, Government of United Kingdom, Government of Germany, Government of Romania, Government of Poland, Government of Denmark, Government of Netherlands, Government of France, Government of Pakistan, Government of Norway, Government of Australia, Government of Canada",Taleban,303,,2,,2005,1628,1424,1992,4,"Afghanistan, Pakistan",700,"211, 220, 200, 2, 210, 770, 360, 900, 390, 230, 385, 290, 325, 317, 20, 260",,,700,"700, 770",3,22.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Croatia, Government of Greece, Government of United Kingdom, Government of North Macedonia, Government of New Zealand, Government of Iceland, Government of Denmark, Government of Poland, Government of Lithuania, Government of Ireland, Government of Slovakia, Government of Italy, Government of Portugal, Government of Hungary, Government of Albania, Government of Sweden, Government of Switzerland, Government of Luxembourg, Government of Norway, Government of Estonia, Government of Pakistan, Government of Canada, Government of Belgium, Government of Slovenia, Government of Latvia, Government of Spain, Government of United States of America, Government of Turkey, Government of France, Government of Azerbaijan, Government of Finland, Government of Austria, Government of Czech Republic, Government of Germany, Government of Romania, Government of Netherlands, Government of Bulgaria, Government of Australia","Hizb-i Islami-yi Afghanistan, Taleban","303, 299",,2,,2006,4734,4665,5543,4,"Afghanistan, Pakistan",700,"344, 770, 900, 366, 325, 305, 205, 20, 235, 385, 317, 2, 210, 360, 316, 367, 920, 349, 200, 310, 343, 212, 390, 395, 368, 260, 640, 350, 211, 220, 355, 380, 339, 230, 290, 225, 375, 373",,,700,"700, 770",3,22.1
333,735,Afghanistan,Government of Afghanistan,130,"Government of Croatia, Government of Greece, Government of United Kingdom, Government of North Macedonia, Government of New Zealand, Government of Iceland, Government of Denmark, Government of Poland, Government of Lithuania, Government of Ireland, Government of Slovakia, Government of Italy, Government of Portugal, Government of Hungary, Government of Albania, Government of Sweden, Government of Switzerland, Government of Luxembourg, Government of Norway, Government of Estonia, Government of Pakistan, Government of Canada, Government of Belgium, Government of Slovenia, Government of Latvia, Government of Spain, Government of United States of America, Government of Turkey, Government of France, Government of Azerbaijan, Government of Finland, Government of Austria, Government of Czech Republic, Government of Germany, Government of Jordan, Government of Romania, Government of Netherlands, Government of Bulgaria, Government of Australia",Taleban,303,,2,,2007,6843,6298,8381,4,"Afghanistan, Pakistan",700,"344, 770, 900, 366, 325, 305, 205, 20, 235, 385, 317, 2, 210, 360, 316, 367, 920, 349, 663, 200, 310, 343, 212, 390, 395, 368, 260, 640, 350, 211, 220, 355, 380, 339, 230, 290, 225, 375, 373",,,700,"700, 770",3,22.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Croatia, Government of Greece, Government of United Kingdom, Government of Poland, Government of New Zealand, Government of Iceland, Government of Denmark, Government of Lithuania, Government of Ireland, Government of Slovakia, Government of Italy, Government of Portugal, Government of Hungary, Government of Albania, Government of Sweden, Government of Luxembourg, Government of Norway, Government of Estonia, Government of Pakistan, Government of Canada, Government of Belgium, Government of Slovenia, Government of Latvia, Government of Spain, Government of United States of America, Government of Turkey, Government of France, Government of Azerbaijan, Government of Finland, Government of Georgia, Government of Austria, Government of Czech Republic, Government of Germany, Government of Romania, Government of Netherlands, Government of Bulgaria, Government of Australia","Hizb-i Islami-yi Afghanistan, Taleban","303, 299",,2,,2008,5655,5204,7189,4,"Afghanistan, Pakistan",700,"344, 770, 900, 366, 325, 305, 205, 20, 235, 385, 317, 2, 210, 360, 316, 367, 920, 349, 372, 200, 310, 212, 390, 395, 368, 260, 640, 350, 211, 220, 355, 380, 339, 230, 290, 375, 373",,,700,"700, 770",3,22.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Croatia, Government of Greece, Government of United Kingdom, Government of North Macedonia, Government of New Zealand, Government of Iceland, Government of Denmark, Government of Poland, Government of Lithuania, Government of United Arab Emirates, Government of Ukraine, Government of Slovakia, Government of Italy, Government of Singapore, Government of Portugal, Government of Hungary, Government of Albania, Government of Sweden, Government of Luxembourg, Government of Norway, Government of Estonia, Government of Pakistan, Government of Canada, Government of Belgium, Government of Slovenia, Government of Latvia, Government of Bosnia-Herzegovina, Government of Spain, Government of United States of America, Government of Turkey, Government of France, Government of Azerbaijan, Government of Finland, Government of Georgia, Government of Czech Republic, Government of Germany, Government of Romania, Government of Netherlands, Government of Bulgaria, Government of Australia","Hizb-i Islami-yi Afghanistan, Taleban","303, 299",,2,,2009,6381,5650,8054,4,"Afghanistan, Pakistan",700,"344, 770, 900, 366, 325, 20, 235, 385, 317, 2, 210, 360, 316, 367, 369, 920, 349, 696, 372, 200, 310, 830, 343, 212, 390, 395, 368, 260, 640, 350, 211, 220, 355, 380, 339, 230, 290, 375, 373, 346",,,700,"700, 770",3,22.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Croatia, Government of South Korea, Government of Greece, Government of United Kingdom, Government of North Macedonia, Government of New Zealand, Government of Iceland, Government of Denmark, Government of Poland, Government of Lithuania, Government of United Arab Emirates, Government of Ukraine, Government of Montenegro, Government of Ireland, Government of Slovakia, Government of Italy, Government of Singapore, Government of Portugal, Government of Hungary, Government of Albania, Government of Sweden, Government of Luxembourg, Government of Norway, Government of Estonia, Government of Pakistan, Government of Canada, Government of Belgium, Government of Slovenia, Government of Latvia, Government of Bosnia-Herzegovina, Government of Spain, Government of United States of America, Government of Turkey, Government of Armenia, Government of Mongolia, Government of France, Government of Azerbaijan, Government of Finland, Government of Georgia, Government of Austria, Government of Czech Republic, Government of Germany, Government of Jordan, Government of Romania, Government of Netherlands, Government of Malaysia, Government of Bulgaria, Government of Australia","Hizb-i Islami-yi Afghanistan, Taleban","303, 299",,2,,2010,7029,6856,8451,4,"Afghanistan, Pakistan",700,"344, 371, 770, 900, 820, 366, 325, 305, 205, 20, 235, 385, 317, 2, 210, 360, 316, 367, 369, 920, 349, 696, 663, 372, 712, 200, 310, 830, 343, 212, 390, 395, 341, 368, 260, 640, 350, 211, 220, 355, 380, 732, 339, 230, 290, 375, 373, 346",,,700,"700, 770",3,22.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Tonga, Government of Croatia, Government of South Korea, Government of Greece, Government of United Kingdom, Government of North Macedonia, Government of New Zealand, Government of Iceland, Government of Denmark, Government of Poland, Government of Lithuania, Government of United Arab Emirates, Government of Ukraine, Government of Montenegro, Government of Ireland, Government of Slovakia, Government of Italy, Government of Singapore, Government of Portugal, Government of Hungary, Government of Albania, Government of Sweden, Government of Luxembourg, Government of Norway, Government of Estonia, Government of Pakistan, Government of Canada, Government of Belgium, Government of Slovenia, Government of Latvia, Government of Bosnia-Herzegovina, Government of Spain, Government of United States of America, Government of Turkey, Government of Armenia, Government of Mongolia, Government of France, Government of Azerbaijan, Government of Finland, Government of Georgia, Government of Austria, Government of Czech Republic, Government of Germany, Government of Romania, Government of Netherlands, Government of Malaysia, Government of Bulgaria, Government of El Salvador, Government of Australia","Hizb-i Islami-yi Afghanistan, Taleban","303, 299",,2,,2011,7423,7279,8290,4,"Afghanistan, Pakistan",700,"344, 972, 371, 770, 900, 820, 366, 325, 305, 205, 20, 235, 385, 317, 2, 210, 360, 316, 367, 369, 920, 349, 696, 372, 712, 200, 310, 346, 830, 343, 212, 390, 395, 341, 368, 260, 640, 350, 211, 220, 355, 380, 732, 339, 230, 290, 375, 373, 92",,,700,"700, 770",3,22.1
