"state","county","fipscode","fipscode2","office","district","total.votes","party","candidate","votes"
"TN","Clay","47027","4702700000","US Senate","statewide",2559,"Independent","Trudy A. Austin",14
"TN","Cocke","47029","4702900000","US Senate","statewide",10382,"Independent","Breton Phillips",15
"TN","Cocke","47029","4702900000","US Senate","statewide",10382,"Independent","Dean Hill",80
"TN","Cocke","47029","4702900000","US Senate","statewide",10382,"Independent","John Carico",17
"TN","Cocke","47029","4702900000","US Senate","statewide",10382,"Independent","Kevin Lee McCants",21
"TN","Cocke","47029","4702900000","US Senate","statewide",10382,"Independent","Kris L. Todd",26
"TN","Cocke","47029","4702900000","US Senate","statewide",10382,"Republican","Marsha Blackburn",7528
"TN","Cocke","47029","4702900000","US Senate","statewide",10382,"Democrat","Phil Bredesen",2621
"TN","Cocke","47029","4702900000","US Senate","statewide",10382,"Independent","Trudy A. Austin",74
"TN","Coffee","47031","4703100000","US Senate","statewide",17026,"Independent","Breton Phillips",25
"TN","Coffee","47031","4703100000","US Senate","statewide",17026,"Independent","Dean Hill",68
"TN","Coffee","47031","4703100000","US Senate","statewide",17026,"Independent","John Carico",28
"TN","Coffee","47031","4703100000","US Senate","statewide",17026,"Independent","Kevin Lee McCants",9
"TN","Coffee","47031","4703100000","US Senate","statewide",17026,"Independent","Kris L. Todd",121
"TN","Coffee","47031","4703100000","US Senate","statewide",17026,"Republican","Marsha Blackburn",11115
"TN","Coffee","47031","4703100000","US Senate","statewide",17026,"Democrat","Phil Bredesen",5572
"TN","Coffee","47031","4703100000","US Senate","statewide",17026,"Independent","Trudy A. Austin",88
"TN","Crockett","47033","4703300000","US Senate","statewide",4491,"Independent","Breton Phillips",4
"TN","Crockett","47033","4703300000","US Senate","statewide",4491,"Independent","Dean Hill",27
"TN","Crockett","47033","4703300000","US Senate","statewide",4491,"Independent","John Carico",8
"TN","Crockett","47033","4703300000","US Senate","statewide",4491,"Independent","Kevin Lee McCants",7
"TN","Crockett","47033","4703300000","US Senate","statewide",4491,"Independent","Kris L. Todd",23
"TN","Crockett","47033","4703300000","US Senate","statewide",4491,"Republican","Marsha Blackburn",2984
"TN","Crockett","47033","4703300000","US Senate","statewide",4491,"Democrat","Phil Bredesen",1418
"TN","Crockett","47033","4703300000","US Senate","statewide",4491,"Independent","Trudy A. Austin",20
"TN","Cumberland","47035","4703500000","US Senate","statewide",23808,"Independent","Breton Phillips",24
"TN","Cumberland","47035","4703500000","US Senate","statewide",23808,"Independent","Dean Hill",179
"TN","Cumberland","47035","4703500000","US Senate","statewide",23808,"Independent","John Carico",39
"TN","Cumberland","47035","4703500000","US Senate","statewide",23808,"Independent","Kevin Lee McCants",31
"TN","Cumberland","47035","4703500000","US Senate","statewide",23808,"Independent","Kris L. Todd",50
"TN","Cumberland","47035","4703500000","US Senate","statewide",23808,"Republican","Marsha Blackburn",16966
"TN","Cumberland","47035","4703500000","US Senate","statewide",23808,"Democrat","Phil Bredesen",6321
"TN","Cumberland","47035","4703500000","US Senate","statewide",23808,"Independent","Trudy A. Austin",198
"TN","Davidson","47037","4703700000","US Senate","statewide",243639,"Independent","Breton Phillips",227
"TN","Davidson","47037","4703700000","US Senate","statewide",243639,"Independent","Dean Hill",499
"TN","Davidson","47037","4703700000","US Senate","statewide",243639,"Independent","John Carico",266
"TN","Davidson","47037","4703700000","US Senate","statewide",243639,"Independent","Kevin Lee McCants",131
"TN","Davidson","47037","4703700000","US Senate","statewide",243639,"Independent","Kris L. Todd",329
"TN","Davidson","47037","4703700000","US Senate","statewide",243639,"Republican","Marsha Blackburn",69338
"TN","Davidson","47037","4703700000","US Senate","statewide",243639,"Democrat","Phil Bredesen",172137
"TN","Davidson","47037","4703700000","US Senate","statewide",243639,"Independent","Trudy A. Austin",712
"TN","Decatur","47039","4703900000","US Senate","statewide",3878,"Independent","Breton Phillips",7
"TN","Decatur","47039","4703900000","US Senate","statewide",3878,"Independent","Dean Hill",18
"TN","Decatur","47039","4703900000","US Senate","statewide",3878,"Independent","John Carico",4
"TN","Decatur","47039","4703900000","US Senate","statewide",3878,"Independent","Kevin Lee McCants",4
"TN","Decatur","47039","4703900000","US Senate","statewide",3878,"Independent","Kris L. Todd",33
"TN","Decatur","47039","4703900000","US Senate","statewide",3878,"Republican","Marsha Blackburn",2718
"TN","Decatur","47039","4703900000","US Senate","statewide",3878,"Democrat","Phil Bredesen",1080
"TN","Decatur","47039","4703900000","US Senate","statewide",3878,"Independent","Trudy A. Austin",14
"TN","DeKalb","47041","4704100000","US Senate","statewide",5954,"Independent","Breton Phillips",3
"TN","DeKalb","47041","4704100000","US Senate","statewide",5954,"Independent","Dean Hill",16
"TN","DeKalb","47041","4704100000","US Senate","statewide",5954,"Independent","John Carico",5
"TN","DeKalb","47041","4704100000","US Senate","statewide",5954,"Independent","Kevin Lee McCants",10
"TN","DeKalb","47041","4704100000","US Senate","statewide",5954,"Independent","Kris L. Todd",11
"TN","DeKalb","47041","4704100000","US Senate","statewide",5954,"Republican","Marsha Blackburn",3906
"TN","DeKalb","47041","4704100000","US Senate","statewide",5954,"Democrat","Phil Bredesen",1984
"TN","DeKalb","47041","4704100000","US Senate","statewide",5954,"Independent","Trudy A. Austin",19
"TN","Dickson","47043","4704300000","US Senate","statewide",16700,"Independent","Breton Phillips",17
"TN","Dickson","47043","4704300000","US Senate","statewide",16700,"Independent","Dean Hill",51
"TN","Dickson","47043","4704300000","US Senate","statewide",16700,"Independent","John Carico",64
"TN","Dickson","47043","4704300000","US Senate","statewide",16700,"Independent","Kevin Lee McCants",19
"TN","Dickson","47043","4704300000","US Senate","statewide",16700,"Independent","Kris L. Todd",22
"TN","Dickson","47043","4704300000","US Senate","statewide",16700,"Republican","Marsha Blackburn",10465
"TN","Dickson","47043","4704300000","US Senate","statewide",16700,"Democrat","Phil Bredesen",5992
"TN","Dickson","47043","4704300000","US Senate","statewide",16700,"Independent","Trudy A. Austin",70
"TN","Dyer","47045","4704500000","US Senate","statewide",11114,"Independent","Breton Phillips",17
"TN","Dyer","47045","4704500000","US Senate","statewide",11114,"Independent","Dean Hill",67
"TN","Dyer","47045","4704500000","US Senate","statewide",11114,"Independent","John Carico",20
"TN","Dyer","47045","4704500000","US Senate","statewide",11114,"Independent","Kevin Lee McCants",9
"TN","Dyer","47045","4704500000","US Senate","statewide",11114,"Independent","Kris L. Todd",29
"TN","Dyer","47045","4704500000","US Senate","statewide",11114,"Republican","Marsha Blackburn",8013
"TN","Dyer","47045","4704500000","US Senate","statewide",11114,"Democrat","Phil Bredesen",2898
"TN","Dyer","47045","4704500000","US Senate","statewide",11114,"Independent","Trudy A. Austin",61
"TN","Fayette","47047","4704700000","US Senate","statewide",17224,"Independent","Breton Phillips",21
"TN","Fayette","47047","4704700000","US Senate","statewide",17224,"Independent","Dean Hill",58
"TN","Fayette","47047","4704700000","US Senate","statewide",17224,"Independent","John Carico",23
"TN","Fayette","47047","4704700000","US Senate","statewide",17224,"Independent","Kevin Lee McCants",18
"TN","Fayette","47047","4704700000","US Senate","statewide",17224,"Independent","Kris L. Todd",30
"TN","Fayette","47047","4704700000","US Senate","statewide",17224,"Republican","Marsha Blackburn",11371
"TN","Fayette","47047","4704700000","US Senate","statewide",17224,"Democrat","Phil Bredesen",5639
"TN","Fayette","47047","4704700000","US Senate","statewide",17224,"Independent","Trudy A. Austin",64
"TN","Fentress","47049","4704900000","US Senate","statewide",6337,"Independent","Breton Phillips",10
"TN","Fentress","47049","4704900000","US Senate","statewide",6337,"Independent","Dean Hill",45
"TN","Fentress","47049","4704900000","US Senate","statewide",6337,"Independent","John Carico",20
"TN","Fentress","47049","4704900000","US Senate","statewide",6337,"Independent","Kevin Lee McCants",11
"TN","Fentress","47049","4704900000","US Senate","statewide",6337,"Independent","Kris L. Todd",20
"TN","Fentress","47049","4704900000","US Senate","statewide",6337,"Republican","Marsha Blackburn",4745
"TN","Fentress","47049","4704900000","US Senate","statewide",6337,"Democrat","Phil Bredesen",1440
"TN","Fentress","47049","4704900000","US Senate","statewide",6337,"Independent","Trudy A. Austin",46
"TN","Franklin","47051","4705100000","US Senate","statewide",13927,"Independent","Breton Phillips",9
"TN","Franklin","47051","4705100000","US Senate","statewide",13927,"Independent","Dean Hill",47
"TN","Franklin","47051","4705100000","US Senate","statewide",13927,"Independent","John Carico",9
"TN","Franklin","47051","4705100000","US Senate","statewide",13927,"Independent","Kevin Lee McCants",9
"TN","Franklin","47051","4705100000","US Senate","statewide",13927,"Independent","Kris L. Todd",17
"TN","Franklin","47051","4705100000","US Senate","statewide",13927,"Republican","Marsha Blackburn",8981
"TN","Franklin","47051","4705100000","US Senate","statewide",13927,"Democrat","Phil Bredesen",4776
"TN","Franklin","47051","4705100000","US Senate","statewide",13927,"Independent","Trudy A. Austin",79
"TN","Gibson","47053","4705300000","US Senate","statewide",16174,"Independent","Breton Phillips",22
"TN","Gibson","47053","4705300000","US Senate","statewide",16174,"Independent","Dean Hill",51
"TN","Gibson","47053","4705300000","US Senate","statewide",16174,"Independent","John Carico",19
"TN","Gibson","47053","4705300000","US Senate","statewide",16174,"Independent","Kevin Lee McCants",14
"TN","Gibson","47053","4705300000","US Senate","statewide",16174,"Independent","Kris L. Todd",249
"TN","Gibson","47053","4705300000","US Senate","statewide",16174,"Republican","Marsha Blackburn",10407
"TN","Gibson","47053","4705300000","US Senate","statewide",16174,"Democrat","Phil Bredesen",5353
"TN","Gibson","47053","4705300000","US Senate","statewide",16174,"Independent","Trudy A. Austin",59
"TN","Giles","47055","4705500000","US Senate","statewide",9610,"Independent","Breton Phillips",10
"TN","Giles","47055","4705500000","US Senate","statewide",9610,"Independent","Dean Hill",30
"TN","Giles","47055","4705500000","US Senate","statewide",9610,"Independent","John Carico",12
"TN","Giles","47055","4705500000","US Senate","statewide",9610,"Independent","Kevin Lee McCants",12
"TN","Giles","47055","4705500000","US Senate","statewide",9610,"Independent","Kris L. Todd",16
"TN","Giles","47055","4705500000","US Senate","statewide",9610,"Republican","Marsha Blackburn",6403
"TN","Giles","47055","4705500000","US Senate","statewide",9610,"Democrat","Phil Bredesen",3082
"TN","Giles","47055","4705500000","US Senate","statewide",9610,"Independent","Trudy A. Austin",45
"TN","Grainger","47057","4705700000","US Senate","statewide",6810,"Independent","Breton Phillips",12
"TN","Grainger","47057","4705700000","US Senate","statewide",6810,"Independent","Dean Hill",41
"TN","Grainger","47057","4705700000","US Senate","statewide",6810,"Independent","John Carico",10
"TN","Grainger","47057","4705700000","US Senate","statewide",6810,"Independent","Kevin Lee McCants",5
"TN","Grainger","47057","4705700000","US Senate","statewide",6810,"Independent","Kris L. Todd",13
"TN","Grainger","47057","4705700000","US Senate","statewide",6810,"Republican","Marsha Blackburn",5039
"TN","Grainger","47057","4705700000","US Senate","statewide",6810,"Democrat","Phil Bredesen",1658
"TN","Grainger","47057","4705700000","US Senate","statewide",6810,"Independent","Trudy A. Austin",32
"TN","Greene","47059","4705900000","US Senate","statewide",20490,"Independent","Breton Phillips",10
"TN","Greene","47059","4705900000","US Senate","statewide",20490,"Independent","Dean Hill",88
"TN","Greene","47059","4705900000","US Senate","statewide",20490,"Independent","John Carico",30
"TN","Greene","47059","4705900000","US Senate","statewide",20490,"Independent","Kevin Lee McCants",16
"TN","Greene","47059","4705900000","US Senate","statewide",20490,"Independent","Kris L. Todd",31
"TN","Greene","47059","4705900000","US Senate","statewide",20490,"Republican","Marsha Blackburn",14844
"TN","Greene","47059","4705900000","US Senate","statewide",20490,"Democrat","Phil Bredesen",5398
"TN","Greene","47059","4705900000","US Senate","statewide",20490,"Independent","Trudy A. Austin",73
"TN","Grundy","47061","4706100000","US Senate","statewide",3758,"Independent","Breton Phillips",10
"TN","Grundy","47061","4706100000","US Senate","statewide",3758,"Independent","Dean Hill",16
"TN","Grundy","47061","4706100000","US Senate","statewide",3758,"Independent","John Carico",6
"TN","Grundy","47061","4706100000","US Senate","statewide",3758,"Independent","Kevin Lee McCants",6
"TN","Grundy","47061","4706100000","US Senate","statewide",3758,"Independent","Kris L. Todd",10
"TN","Grundy","47061","4706100000","US Senate","statewide",3758,"Republican","Marsha Blackburn",2587
"TN","Grundy","47061","4706100000","US Senate","statewide",3758,"Democrat","Phil Bredesen",1101
"TN","Grundy","47061","4706100000","US Senate","statewide",3758,"Independent","Trudy A. Austin",22
"TN","Hamblen","47063","4706300000","US Senate","statewide",17407,"Independent","Breton Phillips",21
"TN","Hamblen","47063","4706300000","US Senate","statewide",17407,"Independent","Dean Hill",117
"TN","Hamblen","47063","4706300000","US Senate","statewide",17407,"Independent","John Carico",29
"TN","Hamblen","47063","4706300000","US Senate","statewide",17407,"Independent","Kevin Lee McCants",12
"TN","Hamblen","47063","4706300000","US Senate","statewide",17407,"Independent","Kris L. Todd",36
"TN","Hamblen","47063","4706300000","US Senate","statewide",17407,"Republican","Marsha Blackburn",12134
"TN","Hamblen","47063","4706300000","US Senate","statewide",17407,"Democrat","Phil Bredesen",4972
"TN","Hamblen","47063","4706300000","US Senate","statewide",17407,"Independent","Trudy A. Austin",86
"TN","Hamilton","47065","4706500000","US Senate","statewide",133708,"Independent","Breton Phillips",112
"TN","Hamilton","47065","4706500000","US Senate","statewide",133708,"Independent","Dean Hill",402
"TN","Hamilton","47065","4706500000","US Senate","statewide",133708,"Independent","John Carico",171
"TN","Hamilton","47065","4706500000","US Senate","statewide",133708,"Independent","Kevin Lee McCants",93
"TN","Hamilton","47065","4706500000","US Senate","statewide",133708,"Independent","Kris L. Todd",221
"TN","Hamilton","47065","4706500000","US Senate","statewide",133708,"Republican","Marsha Blackburn",67152
"TN","Hamilton","47065","4706500000","US Senate","statewide",133708,"Democrat","Phil Bredesen",65119
"TN","Hamilton","47065","4706500000","US Senate","statewide",133708,"Independent","Trudy A. Austin",438
"TN","Hancock","47067","4706700000","US Senate","statewide",1780,"Independent","Breton Phillips",2
"TN","Hancock","47067","4706700000","US Senate","statewide",1780,"Independent","Dean Hill",7
"TN","Hancock","47067","4706700000","US Senate","statewide",1780,"Independent","John Carico",2
"TN","Hancock","47067","4706700000","US Senate","statewide",1780,"Independent","Kevin Lee McCants",2
"TN","Hancock","47067","4706700000","US Senate","statewide",1780,"Independent","Kris L. Todd",9
"TN","Hancock","47067","4706700000","US Senate","statewide",1780,"Republican","Marsha Blackburn",1327
"TN","Hancock","47067","4706700000","US Senate","statewide",1780,"Democrat","Phil Bredesen",422
"TN","Hancock","47067","4706700000","US Senate","statewide",1780,"Independent","Trudy A. Austin",9
"TN","Hardeman","47069","4706900000","US Senate","statewide",7535,"Independent","Breton Phillips",10
"TN","Hardeman","47069","4706900000","US Senate","statewide",7535,"Independent","Dean Hill",39
"TN","Hardeman","47069","4706900000","US Senate","statewide",7535,"Independent","John Carico",10
"TN","Hardeman","47069","4706900000","US Senate","statewide",7535,"Independent","Kevin Lee McCants",7
"TN","Hardeman","47069","4706900000","US Senate","statewide",7535,"Independent","Kris L. Todd",17
"TN","Hardeman","47069","4706900000","US Senate","statewide",7535,"Republican","Marsha Blackburn",3869
"TN","Hardeman","47069","4706900000","US Senate","statewide",7535,"Democrat","Phil Bredesen",3560
"TN","Hardeman","47069","4706900000","US Senate","statewide",7535,"Independent","Trudy A. Austin",23
"TN","Hardin","47071","4707100000","US Senate","statewide",8246,"Independent","Breton Phillips",17
"TN","Hardin","47071","4707100000","US Senate","statewide",8246,"Independent","Dean Hill",34
"TN","Hardin","47071","4707100000","US Senate","statewide",8246,"Independent","John Carico",11
"TN","Hardin","47071","4707100000","US Senate","statewide",8246,"Independent","Kevin Lee McCants",6
"TN","Hardin","47071","4707100000","US Senate","statewide",8246,"Independent","Kris L. Todd",61
"TN","Hardin","47071","4707100000","US Senate","statewide",8246,"Republican","Marsha Blackburn",6181
"TN","Hardin","47071","4707100000","US Senate","statewide",8246,"Democrat","Phil Bredesen",1917
"TN","Hardin","47071","4707100000","US Senate","statewide",8246,"Independent","Trudy A. Austin",19
"TN","Hawkins","47073","4707300000","US Senate","statewide",17471,"Independent","Breton Phillips",10
"TN","Hawkins","47073","4707300000","US Senate","statewide",17471,"Independent","Dean Hill",51
"TN","Hawkins","47073","4707300000","US Senate","statewide",17471,"Independent","John Carico",28
"TN","Hawkins","47073","4707300000","US Senate","statewide",17471,"Independent","Kevin Lee McCants",16
"TN","Hawkins","47073","4707300000","US Senate","statewide",17471,"Independent","Kris L. Todd",24
"TN","Hawkins","47073","4707300000","US Senate","statewide",17471,"Republican","Marsha Blackburn",13058
"TN","Hawkins","47073","4707300000","US Senate","statewide",17471,"Democrat","Phil Bredesen",4222
"TN","Hawkins","47073","4707300000","US Senate","statewide",17471,"Independent","Trudy A. Austin",62
"TN","Haywood","47075","4707500000","US Senate","statewide",5886,"Independent","Breton Phillips",5
"TN","Haywood","47075","4707500000","US Senate","statewide",5886,"Independent","Dean Hill",15
"TN","Haywood","47075","4707500000","US Senate","statewide",5886,"Independent","John Carico",8
"TN","Haywood","47075","4707500000","US Senate","statewide",5886,"Independent","Kevin Lee McCants",6
"TN","Haywood","47075","4707500000","US Senate","statewide",5886,"Independent","Kris L. Todd",18
"TN","Haywood","47075","4707500000","US Senate","statewide",5886,"Republican","Marsha Blackburn",2364
"TN","Haywood","47075","4707500000","US Senate","statewide",5886,"Democrat","Phil Bredesen",3449
"TN","Haywood","47075","4707500000","US Senate","statewide",5886,"Independent","Trudy A. Austin",21
"TN","Henderson","47077","4707700000","US Senate","statewide",8651,"Independent","Breton Phillips",13
"TN","Henderson","47077","4707700000","US Senate","statewide",8651,"Independent","Dean Hill",30
"TN","Henderson","47077","4707700000","US Senate","statewide",8651,"Independent","John Carico",11
"TN","Henderson","47077","4707700000","US Senate","statewide",8651,"Independent","Kevin Lee McCants",10
"TN","Henderson","47077","4707700000","US Senate","statewide",8651,"Independent","Kris L. Todd",17
"TN","Henderson","47077","4707700000","US Senate","statewide",8651,"Republican","Marsha Blackburn",6514
"TN","Henderson","47077","4707700000","US Senate","statewide",8651,"Democrat","Phil Bredesen",2024
"TN","Henderson","47077","4707700000","US Senate","statewide",8651,"Independent","Trudy A. Austin",32
"TN","Henry","47079","4707900000","US Senate","statewide",10848,"Independent","Breton Phillips",12
"TN","Henry","47079","4707900000","US Senate","statewide",10848,"Independent","Dean Hill",38
"TN","Henry","47079","4707900000","US Senate","statewide",10848,"Independent","John Carico",35
"TN","Henry","47079","4707900000","US Senate","statewide",10848,"Independent","Kevin Lee McCants",5
"TN","Henry","47079","4707900000","US Senate","statewide",10848,"Independent","Kris L. Todd",25
"TN","Henry","47079","4707900000","US Senate","statewide",10848,"Republican","Marsha Blackburn",7190
"TN","Henry","47079","4707900000","US Senate","statewide",10848,"Democrat","Phil Bredesen",3497
"TN","Henry","47079","4707900000","US Senate","statewide",10848,"Independent","Trudy A. Austin",46
"TN","Hickman","47081","4708100000","US Senate","statewide",6982,"Independent","Breton Phillips",7
"TN","Hickman","47081","4708100000","US Senate","statewide",6982,"Independent","Dean Hill",26
"TN","Hickman","47081","4708100000","US Senate","statewide",6982,"Independent","John Carico",49
"TN","Hickman","47081","4708100000","US Senate","statewide",6982,"Independent","Kevin Lee McCants",9
"TN","Hickman","47081","4708100000","US Senate","statewide",6982,"Independent","Kris L. Todd",13
"TN","Hickman","47081","4708100000","US Senate","statewide",6982,"Republican","Marsha Blackburn",4563
"TN","Hickman","47081","4708100000","US Senate","statewide",6982,"Democrat","Phil Bredesen",2286
"TN","Hickman","47081","4708100000","US Senate","statewide",6982,"Independent","Trudy A. Austin",29
"TN","Houston","47083","4708300000","US Senate","statewide",2736,"Independent","Breton Phillips",2
"TN","Houston","47083","4708300000","US Senate","statewide",2736,"Independent","Dean Hill",19
"TN","Houston","47083","4708300000","US Senate","statewide",2736,"Independent","John Carico",4
"TN","Houston","47083","4708300000","US Senate","statewide",2736,"Independent","Kevin Lee McCants",1
"TN","Houston","47083","4708300000","US Senate","statewide",2736,"Independent","Kris L. Todd",4
"TN","Houston","47083","4708300000","US Senate","statewide",2736,"Republican","Marsha Blackburn",1613
"TN","Houston","47083","4708300000","US Senate","statewide",2736,"Democrat","Phil Bredesen",1078
"TN","Houston","47083","4708300000","US Senate","statewide",2736,"Independent","Trudy A. Austin",15
"TN","Humphreys","47085","4708500000","US Senate","statewide",5892,"Independent","Breton Phillips",4
"TN","Humphreys","47085","4708500000","US Senate","statewide",5892,"Independent","Dean Hill",29
"TN","Humphreys","47085","4708500000","US Senate","statewide",5892,"Independent","John Carico",8
"TN","Humphreys","47085","4708500000","US Senate","statewide",5892,"Independent","Kevin Lee McCants",4
"TN","Humphreys","47085","4708500000","US Senate","statewide",5892,"Independent","Kris L. Todd",13
"TN","Humphreys","47085","4708500000","US Senate","statewide",5892,"Republican","Marsha Blackburn",3549
"TN","Humphreys","47085","4708500000","US Senate","statewide",5892,"Democrat","Phil Bredesen",2264
"TN","Humphreys","47085","4708500000","US Senate","statewide",5892,"Independent","Trudy A. Austin",21
"TN","Jackson","47087","4708700000","US Senate","statewide",3923,"Independent","Breton Phillips",3
"TN","Jackson","47087","4708700000","US Senate","statewide",3923,"Independent","Dean Hill",14
"TN","Jackson","47087","4708700000","US Senate","statewide",3923,"Independent","John Carico",2
"TN","Jackson","47087","4708700000","US Senate","statewide",3923,"Independent","Kevin Lee McCants",4
"TN","Jackson","47087","4708700000","US Senate","statewide",3923,"Independent","Kris L. Todd",8
"TN","Jackson","47087","4708700000","US Senate","statewide",3923,"Republican","Marsha Blackburn",2514
"TN","Jackson","47087","4708700000","US Senate","statewide",3923,"Democrat","Phil Bredesen",1361
"TN","Jackson","47087","4708700000","US Senate","statewide",3923,"Independent","Trudy A. Austin",17
"TN","Jefferson","47089","4708900000","US Senate","statewide",16114,"Independent","Breton Phillips",8
"TN","Jefferson","47089","4708900000","US Senate","statewide",16114,"Independent","Dean Hill",127
"TN","Jefferson","47089","4708900000","US Senate","statewide",16114,"Independent","John Carico",25
"TN","Jefferson","47089","4708900000","US Senate","statewide",16114,"Independent","Kevin Lee McCants",23
"TN","Jefferson","47089","4708900000","US Senate","statewide",16114,"Independent","Kris L. Todd",41
"TN","Jefferson","47089","4708900000","US Senate","statewide",16114,"Republican","Marsha Blackburn",11435
"TN","Jefferson","47089","4708900000","US Senate","statewide",16114,"Democrat","Phil Bredesen",4347
"TN","Jefferson","47089","4708900000","US Senate","statewide",16114,"Independent","Trudy A. Austin",108
"TN","Johnson","47091","4709100000","US Senate","statewide",5898,"Independent","Breton Phillips",5
"TN","Johnson","47091","4709100000","US Senate","statewide",5898,"Independent","Dean Hill",27
"TN","Johnson","47091","4709100000","US Senate","statewide",5898,"Independent","John Carico",11
"TN","Johnson","47091","4709100000","US Senate","statewide",5898,"Independent","Kevin Lee McCants",2
"TN","Johnson","47091","4709100000","US Senate","statewide",5898,"Independent","Kris L. Todd",7
"TN","Johnson","47091","4709100000","US Senate","statewide",5898,"Republican","Marsha Blackburn",4520
"TN","Johnson","47091","4709100000","US Senate","statewide",5898,"Democrat","Phil Bredesen",1301
"TN","Johnson","47091","4709100000","US Senate","statewide",5898,"Independent","Trudy A. Austin",25
"TN","Knox","47093","4709300000","US Senate","statewide",166162,"Independent","Breton Phillips",149
"TN","Knox","47093","4709300000","US Senate","statewide",166162,"Independent","Dean Hill",920
"TN","Knox","47093","4709300000","US Senate","statewide",166162,"Independent","John Carico",245
"TN","Knox","47093","4709300000","US Senate","statewide",166162,"Independent","Kevin Lee McCants",117
"TN","Knox","47093","4709300000","US Senate","statewide",166162,"Independent","Kris L. Todd",263
"TN","Knox","47093","4709300000","US Senate","statewide",166162,"Republican","Marsha Blackburn",84407
"TN","Knox","47093","4709300000","US Senate","statewide",166162,"Democrat","Phil Bredesen",79283
"TN","Knox","47093","4709300000","US Senate","statewide",166162,"Independent","Trudy A. Austin",778
"TN","Lake","47095","4709500000","US Senate","statewide",1451,"Independent","Breton Phillips",2
"TN","Lake","47095","4709500000","US Senate","statewide",1451,"Independent","Dean Hill",4
"TN","Lake","47095","4709500000","US Senate","statewide",1451,"Independent","John Carico",3
"TN","Lake","47095","4709500000","US Senate","statewide",1451,"Independent","Kevin Lee McCants",7
"TN","Lake","47095","4709500000","US Senate","statewide",1451,"Independent","Kris L. Todd",5
"TN","Lake","47095","4709500000","US Senate","statewide",1451,"Republican","Marsha Blackburn",930
"TN","Lake","47095","4709500000","US Senate","statewide",1451,"Democrat","Phil Bredesen",490
"TN","Lake","47095","4709500000","US Senate","statewide",1451,"Independent","Trudy A. Austin",10
"TN","Lauderdale","47097","4709700000","US Senate","statewide",6671,"Independent","Breton Phillips",8
"TN","Lauderdale","47097","4709700000","US Senate","statewide",6671,"Independent","Dean Hill",36
"TN","Lauderdale","47097","4709700000","US Senate","statewide",6671,"Independent","John Carico",11
"TN","Lauderdale","47097","4709700000","US Senate","statewide",6671,"Independent","Kevin Lee McCants",13
"TN","Lauderdale","47097","4709700000","US Senate","statewide",6671,"Independent","Kris L. Todd",20
"TN","Lauderdale","47097","4709700000","US Senate","statewide",6671,"Republican","Marsha Blackburn",3745
"TN","Lauderdale","47097","4709700000","US Senate","statewide",6671,"Democrat","Phil Bredesen",2810
"TN","Lauderdale","47097","4709700000","US Senate","statewide",6671,"Independent","Trudy A. Austin",28
"TN","Lawrence","47099","4709900000","US Senate","statewide",12968,"Independent","Breton Phillips",12
"TN","Lawrence","47099","4709900000","US Senate","statewide",12968,"Independent","Dean Hill",54
"TN","Lawrence","47099","4709900000","US Senate","statewide",12968,"Independent","John Carico",18
"TN","Lawrence","47099","4709900000","US Senate","statewide",12968,"Independent","Kevin Lee McCants",12
"TN","Lawrence","47099","4709900000","US Senate","statewide",12968,"Independent","Kris L. Todd",21
"TN","Lawrence","47099","4709900000","US Senate","statewide",12968,"Republican","Marsha Blackburn",9365
"TN","Lawrence","47099","4709900000","US Senate","statewide",12968,"Democrat","Phil Bredesen",3439
"TN","Lawrence","47099","4709900000","US Senate","statewide",12968,"Independent","Trudy A. Austin",47
"TN","Lewis","47101","4710100000","US Senate","statewide",4054,"Independent","Breton Phillips",1
"TN","Lewis","47101","4710100000","US Senate","statewide",4054,"Independent","Dean Hill",12
"TN","Lewis","47101","4710100000","US Senate","statewide",4054,"Independent","John Carico",5
"TN","Lewis","47101","4710100000","US Senate","statewide",4054,"Independent","Kevin Lee McCants",3
"TN","Lewis","47101","4710100000","US Senate","statewide",4054,"Independent","Kris L. Todd",6
"TN","Lewis","47101","4710100000","US Senate","statewide",4054,"Republican","Marsha Blackburn",2836
"TN","Lewis","47101","4710100000","US Senate","statewide",4054,"Democrat","Phil Bredesen",1177
"TN","Lewis","47101","4710100000","US Senate","statewide",4054,"Independent","Trudy A. Austin",14
"TN","Lincoln","47103","4710300000","US Senate","statewide",10542,"Independent","Breton Phillips",12
"TN","Lincoln","47103","4710300000","US Senate","statewide",10542,"Independent","Dean Hill",21
"TN","Lincoln","47103","4710300000","US Senate","statewide",10542,"Independent","John Carico",11
"TN","Lincoln","47103","4710300000","US Senate","statewide",10542,"Independent","Kevin Lee McCants",9
"TN","Lincoln","47103","4710300000","US Senate","statewide",10542,"Independent","Kris L. Todd",76
"TN","Lincoln","47103","4710300000","US Senate","statewide",10542,"Republican","Marsha Blackburn",7949
"TN","Lincoln","47103","4710300000","US Senate","statewide",10542,"Democrat","Phil Bredesen",2437
"TN","Lincoln","47103","4710300000","US Senate","statewide",10542,"Independent","Trudy A. Austin",27
"TN","Loudon","47105","4710500000","US Senate","statewide",21605,"Independent","Breton Phillips",26
"TN","Loudon","47105","4710500000","US Senate","statewide",21605,"Independent","Dean Hill",147
"TN","Loudon","47105","4710500000","US Senate","statewide",21605,"Independent","John Carico",35
"TN","Loudon","47105","4710500000","US Senate","statewide",21605,"Independent","Kevin Lee McCants",17
